"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-12-11 20:32:07.821040440","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=1 Ack=1 Win=501 Len=3 TSval=1630176173 TSecr=3075112694"
"2","2022-12-11 20:32:07.822685041","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=1 Ack=4 Win=501 Len=7 TSval=3075137697 TSecr=1630176173"
"3","2022-12-11 20:32:07.822703365","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=4 Ack=8 Win=501 Len=0 TSval=1630176174 TSecr=3075137697"
"4","2022-12-11 20:32:32.823316483","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=4 Ack=8 Win=501 Len=3 TSval=1630201175 TSecr=3075137697"
"5","2022-12-11 20:32:32.828390180","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=8 Ack=7 Win=501 Len=7 TSval=3075162703 TSecr=1630201175"
"6","2022-12-11 20:32:32.828472719","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=7 Ack=15 Win=501 Len=0 TSval=1630201180 TSecr=3075162703"
"7","2022-12-11 20:32:57.828901317","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=7 Ack=15 Win=501 Len=3 TSval=1630226180 TSecr=3075162703"
"8","2022-12-11 20:32:57.831110321","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=15 Ack=10 Win=501 Len=7 TSval=3075187706 TSecr=1630226180"
"9","2022-12-11 20:32:57.831135441","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=10 Ack=22 Win=501 Len=0 TSval=1630226183 TSecr=3075187706"
"10","2022-12-11 20:33:09.869628537","172.17.0.1","172.17.0.2","TCP","74","52378  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075199744 TSecr=0 WS=128"
"11","2022-12-11 20:33:09.869680953","172.17.0.2","172.17.0.1","TCP","74","3000  >  52378 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630238221 TSecr=3075199744 WS=128"
"12","2022-12-11 20:33:09.869692741","172.17.0.1","172.17.0.2","TCP","66","52378  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075199744 TSecr=1630238221"
"13","2022-12-11 20:33:09.870126626","172.17.0.1","172.17.0.2","HTTP/JSON","326","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
"14","2022-12-11 20:33:09.870141001","172.17.0.2","172.17.0.1","TCP","66","3000  >  52378 [ACK] Seq=1 Ack=261 Win=65024 Len=0 TSval=1630238222 TSecr=3075199745"
"15","2022-12-11 20:33:09.902885348","172.17.0.2","172.17.0.1","HTTP/JSON","1274","HTTP/1.1 200 OK , JavaScript Object Notation (application/json)"
"16","2022-12-11 20:33:09.902900375","172.17.0.1","172.17.0.2","TCP","66","52378  >  3000 [ACK] Seq=261 Ack=1209 Win=64128 Len=0 TSval=3075199777 TSecr=1630238254"
"17","2022-12-11 20:33:09.905439533","172.17.0.1","172.17.0.2","TCP","66","52378  >  3000 [FIN, ACK] Seq=261 Ack=1209 Win=64128 Len=0 TSval=3075199780 TSecr=1630238254"
"18","2022-12-11 20:33:09.912478328","172.17.0.2","172.17.0.1","TCP","66","3000  >  52378 [FIN, ACK] Seq=1209 Ack=262 Win=65024 Len=0 TSval=1630238264 TSecr=3075199780"
"19","2022-12-11 20:33:09.912611509","172.17.0.1","172.17.0.2","TCP","66","52378  >  3000 [ACK] Seq=262 Ack=1210 Win=64128 Len=0 TSval=3075199787 TSecr=1630238264"
"20","2022-12-11 20:33:22.838812905","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=10 Ack=22 Win=501 Len=3 TSval=1630251190 TSecr=3075187706"
"21","2022-12-11 20:33:22.840825120","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=22 Ack=13 Win=501 Len=7 TSval=3075212715 TSecr=1630251190"
"22","2022-12-11 20:33:22.841148900","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=13 Ack=29 Win=501 Len=0 TSval=1630251192 TSecr=3075212715"
"23","2022-12-11 20:33:32.654499129","172.17.0.1","172.17.0.2","TCP","74","44514  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075222529 TSecr=0 WS=128"
"24","2022-12-11 20:33:32.654548499","172.17.0.2","172.17.0.1","TCP","74","3000  >  44514 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630261006 TSecr=3075222529 WS=128"
"25","2022-12-11 20:33:32.654556548","172.17.0.1","172.17.0.2","TCP","66","44514  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075222529 TSecr=1630261006"
"26","2022-12-11 20:33:32.654603551","172.17.0.1","172.17.0.2","HTTP/JSON","334","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
"27","2022-12-11 20:33:32.654608163","172.17.0.2","172.17.0.1","TCP","66","3000  >  44514 [ACK] Seq=1 Ack=269 Win=64896 Len=0 TSval=1630261006 TSecr=3075222529"
"28","2022-12-11 20:33:32.692456110","172.17.0.2","172.17.0.1","HTTP/JSON","1266","HTTP/1.1 200 OK , JavaScript Object Notation (application/json)"
"29","2022-12-11 20:33:32.692472710","172.17.0.1","172.17.0.2","TCP","66","44514  >  3000 [ACK] Seq=269 Ack=1201 Win=64128 Len=0 TSval=3075222567 TSecr=1630261044"
"30","2022-12-11 20:33:32.695803570","172.17.0.1","172.17.0.2","TCP","66","44514  >  3000 [FIN, ACK] Seq=269 Ack=1201 Win=64128 Len=0 TSval=3075222570 TSecr=1630261044"
"31","2022-12-11 20:33:32.701189803","172.17.0.2","172.17.0.1","TCP","66","3000  >  44514 [FIN, ACK] Seq=1201 Ack=270 Win=64896 Len=0 TSval=1630261053 TSecr=3075222570"
"32","2022-12-11 20:33:32.701514837","172.17.0.1","172.17.0.2","TCP","66","44514  >  3000 [ACK] Seq=270 Ack=1202 Win=64128 Len=0 TSval=3075222576 TSecr=1630261053"
"33","2022-12-11 20:33:45.119821761","172.17.0.1","172.17.0.2","TCP","74","56526  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075234994 TSecr=0 WS=128"
"34","2022-12-11 20:33:45.119922063","172.17.0.2","172.17.0.1","TCP","74","3000  >  56526 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630273471 TSecr=3075234994 WS=128"
"35","2022-12-11 20:33:45.119932327","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075234994 TSecr=1630273471"
"36","2022-12-11 20:33:45.119984182","172.17.0.1","172.17.0.2","HTTP","2081","GET /rest/user/authentication-details HTTP/1.1 "
"37","2022-12-11 20:33:45.119989375","172.17.0.2","172.17.0.1","TCP","66","3000  >  56526 [ACK] Seq=1 Ack=2016 Win=64000 Len=0 TSval=1630273472 TSecr=3075234995"
"38","2022-12-11 20:33:45.161322220","172.17.0.2","172.17.0.1","TCP","499","3000  >  56526 [PSH, ACK] Seq=1 Ack=2016 Win=64128 Len=433 TSval=1630273513 TSecr=3075234995 [TCP segment of a reassembled PDU]"
"39","2022-12-11 20:33:45.161475258","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [ACK] Seq=2016 Ack=434 Win=64128 Len=0 TSval=3075235036 TSecr=1630273513"
"40","2022-12-11 20:33:45.161783992","172.17.0.2","172.17.0.1","TCP","1788","3000  >  56526 [PSH, ACK] Seq=434 Ack=2016 Win=64128 Len=1722 TSval=1630273513 TSecr=3075235036 [TCP segment of a reassembled PDU]"
"41","2022-12-11 20:33:45.161787651","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [ACK] Seq=2016 Ack=2156 Win=64128 Len=0 TSval=3075235036 TSecr=1630273513"
"42","2022-12-11 20:33:45.161827838","172.17.0.2","172.17.0.1","HTTP/JSON","71","HTTP/1.1 200 OK , JavaScript Object Notation (application/json)"
"43","2022-12-11 20:33:45.161831988","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [ACK] Seq=2016 Ack=2161 Win=64128 Len=0 TSval=3075235036 TSecr=1630273513"
"44","2022-12-11 20:33:45.166563110","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [FIN, ACK] Seq=2016 Ack=2161 Win=64128 Len=0 TSval=3075235041 TSecr=1630273513"
"45","2022-12-11 20:33:45.166957840","172.17.0.2","172.17.0.1","TCP","66","3000  >  56526 [FIN, ACK] Seq=2161 Ack=2017 Win=64128 Len=0 TSval=1630273518 TSecr=3075235041"
"46","2022-12-11 20:33:45.166969458","172.17.0.1","172.17.0.2","TCP","66","56526  >  3000 [ACK] Seq=2017 Ack=2162 Win=64128 Len=0 TSval=3075235041 TSecr=1630273518"
"47","2022-12-11 20:33:47.841819272","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=13 Ack=29 Win=501 Len=3 TSval=1630276193 TSecr=3075212715"
"48","2022-12-11 20:33:47.843904635","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=29 Ack=16 Win=501 Len=7 TSval=3075237718 TSecr=1630276193"
"49","2022-12-11 20:33:47.843926798","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=16 Ack=36 Win=501 Len=0 TSval=1630276195 TSecr=3075237718"
"50","2022-12-11 20:33:53.813228401","172.17.0.1","172.17.0.2","TCP","74","48990  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075243688 TSecr=0 WS=128"
"51","2022-12-11 20:33:53.813258784","172.17.0.2","172.17.0.1","TCP","74","3000  >  48990 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630282165 TSecr=3075243688 WS=128"
"52","2022-12-11 20:33:53.813348751","172.17.0.1","172.17.0.2","TCP","66","48990  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075243688 TSecr=1630282165"
"53","2022-12-11 20:33:53.814098225","172.17.0.1","172.17.0.2","HTTP/JSON","334","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
"54","2022-12-11 20:33:53.814113322","172.17.0.2","172.17.0.1","TCP","66","3000  >  48990 [ACK] Seq=1 Ack=269 Win=64896 Len=0 TSval=1630282166 TSecr=3075243689"
"55","2022-12-11 20:33:53.825344586","172.17.0.2","172.17.0.1","HTTP","479","HTTP/1.1 401 Unauthorized  (text/html)"
"56","2022-12-11 20:33:53.825360977","172.17.0.1","172.17.0.2","TCP","66","48990  >  3000 [ACK] Seq=269 Ack=414 Win=64128 Len=0 TSval=3075243700 TSecr=1630282177"
"57","2022-12-11 20:33:53.828645485","172.17.0.1","172.17.0.2","TCP","66","48990  >  3000 [FIN, ACK] Seq=269 Ack=414 Win=64128 Len=0 TSval=3075243703 TSecr=1630282177"
"58","2022-12-11 20:33:53.829811122","172.17.0.2","172.17.0.1","TCP","66","3000  >  48990 [FIN, ACK] Seq=414 Ack=270 Win=64896 Len=0 TSval=1630282181 TSecr=3075243703"
"59","2022-12-11 20:33:53.829822660","172.17.0.1","172.17.0.2","TCP","66","48990  >  3000 [ACK] Seq=270 Ack=415 Win=64128 Len=0 TSval=3075243704 TSecr=1630282181"
"60","2022-12-11 20:33:53.832720683","172.17.0.1","172.17.0.2","TCP","74","48994  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075243707 TSecr=0 WS=128"
"61","2022-12-11 20:33:53.832747999","172.17.0.2","172.17.0.1","TCP","74","3000  >  48994 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630282184 TSecr=3075243707 WS=128"
"62","2022-12-11 20:33:53.832755497","172.17.0.1","172.17.0.2","TCP","66","48994  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075243707 TSecr=1630282184"
"63","2022-12-11 20:33:53.832993270","172.17.0.1","172.17.0.2","HTTP/JSON","448","POST /api/Users HTTP/1.1 , JavaScript Object Notation (application/json)"
"64","2022-12-11 20:33:53.833000767","172.17.0.2","172.17.0.1","TCP","66","3000  >  48994 [ACK] Seq=1 Ack=383 Win=64896 Len=0 TSval=1630282185 TSecr=3075243708"
"65","2022-12-11 20:33:53.889542445","172.17.0.2","172.17.0.1","HTTP/JSON","789","HTTP/1.1 201 Created , JavaScript Object Notation (application/json)"
"66","2022-12-11 20:33:53.889558273","172.17.0.1","172.17.0.2","TCP","66","48994  >  3000 [ACK] Seq=383 Ack=724 Win=64128 Len=0 TSval=3075243764 TSecr=1630282241"
"67","2022-12-11 20:33:53.890883094","172.17.0.1","172.17.0.2","TCP","66","48994  >  3000 [FIN, ACK] Seq=383 Ack=724 Win=64128 Len=0 TSval=3075243765 TSecr=1630282241"
"68","2022-12-11 20:33:53.892011841","172.17.0.2","172.17.0.1","TCP","66","3000  >  48994 [FIN, ACK] Seq=724 Ack=384 Win=64896 Len=0 TSval=1630282243 TSecr=3075243765"
"69","2022-12-11 20:33:53.892130326","172.17.0.1","172.17.0.2","TCP","66","48994  >  3000 [ACK] Seq=384 Ack=725 Win=64128 Len=0 TSval=3075243767 TSecr=1630282243"
"70","2022-12-11 20:34:12.845852242","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=16 Ack=36 Win=501 Len=3 TSval=1630301197 TSecr=3075237718"
"71","2022-12-11 20:34:12.848396191","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=36 Ack=19 Win=501 Len=7 TSval=3075262723 TSecr=1630301197"
"72","2022-12-11 20:34:12.848458611","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=19 Ack=43 Win=501 Len=0 TSval=1630301200 TSecr=3075262723"
"73","2022-12-11 20:34:37.873528993","172.17.0.2","172.17.0.1","TCP","69","3000  >  42220 [PSH, ACK] Seq=19 Ack=43 Win=501 Len=3 TSval=1630326225 TSecr=3075262723"
"74","2022-12-11 20:34:37.877453342","172.17.0.1","172.17.0.2","TCP","73","42220  >  3000 [PSH, ACK] Seq=43 Ack=22 Win=501 Len=7 TSval=3075287752 TSecr=1630326225"
"75","2022-12-11 20:34:37.877545544","172.17.0.2","172.17.0.1","TCP","66","3000  >  42220 [ACK] Seq=22 Ack=50 Win=501 Len=0 TSval=1630326229 TSecr=3075287752"
"76","2022-12-11 20:34:42.429202456","172.17.0.1","172.17.0.2","TCP","74","41006  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075292304 TSecr=0 WS=128"
"77","2022-12-11 20:34:42.429245930","172.17.0.2","172.17.0.1","TCP","74","3000  >  41006 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630330781 TSecr=3075292304 WS=128"
"78","2022-12-11 20:34:42.429253448","172.17.0.1","172.17.0.2","TCP","66","41006  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075292304 TSecr=1630330781"
"79","2022-12-11 20:34:42.431656655","172.17.0.1","172.17.0.2","HTTP","168","GET / HTTP/1.1 "
"80","2022-12-11 20:34:42.431709894","172.17.0.2","172.17.0.1","TCP","66","3000  >  41006 [ACK] Seq=1 Ack=103 Win=65152 Len=0 TSval=1630330783 TSecr=3075292306"
"81","2022-12-11 20:34:42.433532607","172.17.0.2","172.17.0.1","HTTP","2519","HTTP/1.1 200 OK  (text/html)"
"82","2022-12-11 20:34:42.433538221","172.17.0.1","172.17.0.2","TCP","66","41006  >  3000 [ACK] Seq=103 Ack=2454 Win=63744 Len=0 TSval=3075292308 TSecr=1630330785"
"83","2022-12-11 20:34:42.436696466","172.17.0.1","172.17.0.2","TCP","66","41006  >  3000 [FIN, ACK] Seq=103 Ack=2454 Win=64128 Len=0 TSval=3075292311 TSecr=1630330785"
"84","2022-12-11 20:34:42.436866144","172.17.0.2","172.17.0.1","TCP","66","3000  >  41006 [FIN, ACK] Seq=2454 Ack=104 Win=65152 Len=0 TSval=1630330788 TSecr=3075292311"
"85","2022-12-11 20:34:42.436873893","172.17.0.1","172.17.0.2","TCP","66","41006  >  3000 [ACK] Seq=104 Ack=2455 Win=64128 Len=0 TSval=3075292311 TSecr=1630330788"
"86","2022-12-11 20:34:49.847452958","172.17.0.1","172.17.0.2","TCP","74","35666  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075299722 TSecr=0 WS=128"
"87","2022-12-11 20:34:49.847685348","172.17.0.2","172.17.0.1","TCP","74","3000  >  35666 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630338199 TSecr=3075299722 WS=128"
"88","2022-12-11 20:34:49.847695823","172.17.0.1","172.17.0.2","TCP","66","35666  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075299722 TSecr=1630338199"
"89","2022-12-11 20:34:49.849193550","172.17.0.1","172.17.0.2","TCP","283","35666  >  3000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=217 TSval=3075299724 TSecr=1630338199 [TCP segment of a reassembled PDU]"
"90","2022-12-11 20:34:49.849209418","172.17.0.2","172.17.0.1","TCP","66","3000  >  35666 [ACK] Seq=1 Ack=218 Win=65024 Len=0 TSval=1630338201 TSecr=3075299724"
"91","2022-12-11 20:34:49.850080405","172.17.0.1","172.17.0.2","HTTP/JSON","118","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
"92","2022-12-11 20:34:49.850091823","172.17.0.2","172.17.0.1","TCP","66","3000  >  35666 [ACK] Seq=1 Ack=270 Win=65024 Len=0 TSval=1630338202 TSecr=3075299725"
"93","2022-12-11 20:34:49.865556116","172.17.0.2","172.17.0.1","HTTP","479","HTTP/1.1 401 Unauthorized  (text/html)"
"94","2022-12-11 20:34:49.865571754","172.17.0.1","172.17.0.2","TCP","66","35666  >  3000 [ACK] Seq=270 Ack=414 Win=64128 Len=0 TSval=3075299740 TSecr=1630338217"
"95","2022-12-11 20:34:49.869411203","172.17.0.1","172.17.0.2","TCP","66","35666  >  3000 [FIN, ACK] Seq=270 Ack=414 Win=64128 Len=0 TSval=3075299744 TSecr=1630338217"
"96","2022-12-11 20:34:49.871129015","172.17.0.2","172.17.0.1","TCP","66","3000  >  35666 [FIN, ACK] Seq=414 Ack=271 Win=65024 Len=0 TSval=1630338223 TSecr=3075299744"
"97","2022-12-11 20:34:49.871206100","172.17.0.1","172.17.0.2","TCP","66","35666  >  3000 [ACK] Seq=271 Ack=415 Win=64128 Len=0 TSval=3075299746 TSecr=1630338223"
"98","2022-12-11 20:34:49.880067504","172.17.0.1","172.17.0.2","TCP","74","35682  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075299755 TSecr=0 WS=128"
"99","2022-12-11 20:34:49.880096965","172.17.0.2","172.17.0.1","TCP","74","3000  >  35682 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630338232 TSecr=3075299755 WS=128"
"100","2022-12-11 20:34:49.880103862","172.17.0.1","172.17.0.2","TCP","66","35682  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075299755 TSecr=1630338232"
"101","2022-12-11 20:34:49.880181869","172.17.0.1","172.17.0.2","TCP","278","35682  >  3000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=212 TSval=3075299755 TSecr=1630338232 [TCP segment of a reassembled PDU]"
"102","2022-12-11 20:34:49.880187724","172.17.0.2","172.17.0.1","TCP","66","3000  >  35682 [ACK] Seq=1 Ack=213 Win=65024 Len=0 TSval=1630338232 TSecr=3075299755"
"103","2022-12-11 20:34:49.880210348","172.17.0.1","172.17.0.2","HTTP/JSON","257","POST /api/Users HTTP/1.1 , JavaScript Object Notation (application/json)"
"104","2022-12-11 20:34:49.880214077","172.17.0.2","172.17.0.1","TCP","66","3000  >  35682 [ACK] Seq=1 Ack=404 Win=64896 Len=0 TSval=1630338232 TSecr=3075299755"
"105","2022-12-11 20:34:49.919298648","172.17.0.2","172.17.0.1","HTTP/JSON","792","HTTP/1.1 201 Created , JavaScript Object Notation (application/json)"
"106","2022-12-11 20:34:49.919319228","172.17.0.1","172.17.0.2","TCP","66","35682  >  3000 [ACK] Seq=404 Ack=727 Win=64128 Len=0 TSval=3075299794 TSecr=1630338271"
"107","2022-12-11 20:34:49.923377961","172.17.0.1","172.17.0.2","TCP","66","35682  >  3000 [FIN, ACK] Seq=404 Ack=727 Win=64128 Len=0 TSval=3075299798 TSecr=1630338271"
"108","2022-12-11 20:34:49.936944199","172.17.0.2","172.17.0.1","TCP","66","3000  >  35682 [FIN, ACK] Seq=727 Ack=405 Win=64896 Len=0 TSval=1630338288 TSecr=3075299798"
"109","2022-12-11 20:34:49.936970612","172.17.0.1","172.17.0.2","TCP","66","35682  >  3000 [ACK] Seq=405 Ack=728 Win=64128 Len=0 TSval=3075299811 TSecr=1630338288"
"110","2022-12-11 20:34:57.077938332","172.17.0.1","172.17.0.2","TCP","74","51816  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075306952 TSecr=0 WS=128"
"111","2022-12-11 20:34:57.077967382","172.17.0.2","172.17.0.1","TCP","74","3000  >  51816 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630345429 TSecr=3075306952 WS=128"
"112","2022-12-11 20:34:57.077974278","172.17.0.1","172.17.0.2","TCP","66","51816  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075306952 TSecr=1630345429"
"113","2022-12-11 20:34:57.078959401","172.17.0.1","172.17.0.2","TCP","283","51816  >  3000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=217 TSval=3075306953 TSecr=1630345429 [TCP segment of a reassembled PDU]"
"114","2022-12-11 20:34:57.079109692","172.17.0.2","172.17.0.1","TCP","66","3000  >  51816 [ACK] Seq=1 Ack=218 Win=65024 Len=0 TSval=1630345430 TSecr=3075306953"
"115","2022-12-11 20:34:57.079171762","172.17.0.1","172.17.0.2","HTTP/JSON","118","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
"116","2022-12-11 20:34:57.079178037","172.17.0.2","172.17.0.1","TCP","66","3000  >  51816 [ACK] Seq=1 Ack=270 Win=65024 Len=0 TSval=1630345431 TSecr=3075306954"
"117","2022-12-11 20:34:57.092961729","172.17.0.2","172.17.0.1","HTTP","479","HTTP/1.1 401 Unauthorized  (text/html)"
"118","2022-12-11 20:34:57.092982449","172.17.0.1","172.17.0.2","TCP","66","51816  >  3000 [ACK] Seq=270 Ack=414 Win=64128 Len=0 TSval=3075306967 TSecr=1630345444"
"119","2022-12-11 20:34:57.102908317","172.17.0.1","172.17.0.2","TCP","66","51816  >  3000 [FIN, ACK] Seq=270 Ack=414 Win=64128 Len=0 TSval=3075306977 TSecr=1630345444"
"120","2022-12-11 20:34:57.103846490","172.17.0.2","172.17.0.1","TCP","66","3000  >  51816 [FIN, ACK] Seq=414 Ack=271 Win=65024 Len=0 TSval=1630345455 TSecr=3075306977"
"121","2022-12-11 20:34:57.103922654","172.17.0.1","172.17.0.2","TCP","66","51816  >  3000 [ACK] Seq=271 Ack=415 Win=64128 Len=0 TSval=3075306978 TSecr=1630345455"
"122","2022-12-11 20:34:57.110985326","172.17.0.1","172.17.0.2","TCP","74","51826  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075306985 TSecr=0 WS=128"
"123","2022-12-11 20:34:57.111014487","172.17.0.2","172.17.0.1","TCP","74","3000  >  51826 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630345463 TSecr=3075306985 WS=128"
"124","2022-12-11 20:34:57.111022375","172.17.0.1","172.17.0.2","TCP","66","51826  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075306986 TSecr=1630345463"
"125","2022-12-11 20:34:57.111584088","172.17.0.1","172.17.0.2","TCP","278","51826  >  3000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=212 TSval=3075306986 TSecr=1630345463 [TCP segment of a reassembled PDU]"
"126","2022-12-11 20:34:57.111597060","172.17.0.2","172.17.0.1","TCP","66","3000  >  51826 [ACK] Seq=1 Ack=213 Win=65024 Len=0 TSval=1630345463 TSecr=3075306986"
"127","2022-12-11 20:34:57.111636724","172.17.0.1","172.17.0.2","HTTP/JSON","257","POST /api/Users HTTP/1.1 , JavaScript Object Notation (application/json)"
"128","2022-12-11 20:34:57.111645025","172.17.0.2","172.17.0.1","TCP","66","3000  >  51826 [ACK] Seq=1 Ack=404 Win=64896 Len=0 TSval=1630345463 TSecr=3075306986"
"129","2022-12-11 20:34:57.167946913","172.17.0.2","172.17.0.1","HTTP/JSON","792","HTTP/1.1 201 Created , JavaScript Object Notation (application/json)"
"130","2022-12-11 20:34:57.167964807","172.17.0.1","172.17.0.2","TCP","66","51826  >  3000 [ACK] Seq=404 Ack=727 Win=64128 Len=0 TSval=3075307042 TSecr=1630345519"
"131","2022-12-11 20:34:57.171220848","172.17.0.1","172.17.0.2","TCP","66","51826  >  3000 [FIN, ACK] Seq=404 Ack=727 Win=64128 Len=0 TSval=3075307046 TSecr=1630345519"
"132","2022-12-11 20:34:57.175017690","172.17.0.2","172.17.0.1","TCP","66","3000  >  51826 [FIN, ACK] Seq=727 Ack=405 Win=64896 Len=0 TSval=1630345527 TSecr=3075307046"
"133","2022-12-11 20:34:57.175048746","172.17.0.1","172.17.0.2","TCP","66","51826  >  3000 [ACK] Seq=405 Ack=728 Win=64128 Len=0 TSval=3075307050 TSecr=1630345527"
"134","2022-12-11 20:34:57.179145166","172.17.0.1","172.17.0.2","TCP","74","51838  >  3000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3075307054 TSecr=0 WS=128"
"135","2022-12-11 20:34:57.179177504","172.17.0.2","172.17.0.1","TCP","74","3000  >  51838 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1630345531 TSecr=3075307054 WS=128"
"136","2022-12-11 20:34:57.179184550","172.17.0.1","172.17.0.2","TCP","66","51838  >  3000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3075307054 TSecr=1630345531"
"137","2022-12-11 20:34:57.179437169","172.17.0.1","172.17.0.2","TCP","283","51838  >  3000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=217 TSval=3075307054 TSecr=1630345531 [TCP segment of a reassembled PDU]"
"138","2022-12-11 20:34:57.179450481","172.17.0.2","172.17.0.1","TCP","66","3000  >  51838 [ACK] Seq=1 Ack=218 Win=65024 Len=0 TSval=1630345531 TSecr=3075307054"
"139","2022-12-11 20:34:57.179487260","172.17.0.1","172.17.0.2","HTTP/JSON","118","POST /rest/user/login HTTP/1.1 , JavaScript Object Notation (application/json)"
